780 | Salvia officinalis | Salvia | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
781 | Salvia tubiflora | Salvia roja | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
782 | Sambucus nigra | Saúco negro | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
783 | Santalum fernandezianum | Sándalo de Juan Fernández | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
784 | Sapindus saponaria | Marikuru | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
785 | Saxegothaea conspicua | Mañio de hoja corta | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
786 | Schinus latifolius | Molle | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
787 | Schinus marchandii | Laura | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
788 | Schinus molle | Pimiento | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
789 | Schinus montanus | Muchi | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
790 | Schinus patagonicus | Laura / Litrecillo | Nativo  | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
791 | Schinus pearcei | Pimiento | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
792 | Schinus polygamus | Huingán | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
793 | Schinus sp. | Schinus | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
794 | Schinus terebinthifolius | Pimentero brasileño | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
795 | Schoenoplectus californicus | Totora | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
796 | Scutellaria valdiviana | Teresa | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
797 | Selkirkia berteroi | Selkirkia | Nativo Conservación | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
798 | Senecio eriophyton | Chachacoma | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
799 | Senecio fistulosus | Hualtata | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
800 | Senecio nutans | Tola hembra | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
801 | Senna birostris | Senna | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
802 | Senna candolleana / Cassia closiana | Quebracho | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
803 | Senna coquimbensis  | Alcaparra | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
804 | Senna cumingii / Cassia coquimbensis | Alcaparra | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
805 | Senna glandulosa | Senna | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
806 | Senna multiglandulosa / Cassia tomentosa | Alcaparro enano | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
807 | Senna sp. | Senna | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
808 | Senna stipulacea | Quebracho Blanco | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
809 | Sequoia sempervirens | Sequoia | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
810 | Sequoiadendron giganteum | Sequoia gigante | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
811 | Sideritis eriocephala | Sideritis | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
812 | Simmondsia chinensis | Jojoba | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
813 | Skytanthus acutus | Cuerno de cabra | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
814 | Solanum capsicastrum | Tomatito | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
815 | Solanum chilense | Tomatillo | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
816 | Solanum crispum | Natre | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
817 | Solanum crispum / Solanum ligustrinum | Natre | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
818 | Solanum forsteri | Poporo | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
819 | Solanum nigrum | Hierba mora | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
820 | Solanum nitidum | Ñuñumaya | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
821 | Solanum pseudocapsicum | Cerezo de Jerusalén | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
822 | Solidago chilensis | Huellén / Fulel | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
823 | Sophora fernandeziana | Leña dura | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
824 | Sophora macrocarpa | Mayo | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
825 | Sophora microphylla / Sophora cassioides | Pelú | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
826 | Sophora toromiro | Toromiro | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
827 | Sorbus aria | Mostajo común | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
828 | Sorbus aucuparia | Serbal de los cazadores | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
829 | spiraea sp. | Spirea | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
830 | spiraea thunbergii | Corona de novia | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
831 | Stenocarpus sp. | stenocarpus | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
832 | Sterculia coccinea | Castaño tropical | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
833 | Stipa caudata | Pasto puna dulce | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
834 | Stipa sp. | Stipa | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
835 | Stipa tenuissima | Stipa | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
836 | Strelitzia nicolai | Ave del Paraíso Blanco / Plátano del Viajero | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
837 | Styphnolobium japonicum / Sophora japonica | Acacia de Japón / Sófora | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
838 | Syagrus romanzoffiana | Palmera pindó | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
839 | Talguenea quinquinervia | Tralhuen | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
840 | Tamarindus indica | Tamarindo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
841 | Tamarix articulata | Tamarix  | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
842 | Tamarix gallica | Taray | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
843 | Tanacetum balsamita | Menta coca | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
844 | Tanacetum parthenium | Altamisa | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
845 | Tanacetum vulgare | Tanaceto | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
846 | Tarasa umbellata | Abutiloncillo | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
847 | Taxodium distichum | Ciprés calvo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
848 | Taxus baccata | Tejo | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
849 | Tecoma fulva | Chuvé | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
850 | Tecoma stans | Bignonia amarilla / Trompeta amarilla | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
851 | Tectona grandis | Teca | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
852 | Tepualia stipularis | Tepú | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
853 | Tessaria absinthioides | Brea | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
854 | Thespesia populnea | Milo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
855 | Thevetia peruviana | Campanilla amarilla | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
856 | Thuja occidentalis | Tuja del Canadá | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
857 | Thuja orientalis | Tuja oriental | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
858 | Thuja plicata | Tuja gigante | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
859 | Thuja sp. | Tuja | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
860 | Thymus serpyllum | Hierbaluna | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
861 | Thymus vulgaris | Tomillo | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
862 | Thypha angustifolia | Totora | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
863 | Tilia americana | Tilo americano | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
864 | Tilia cordata | Tilo hoja pequeña | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
865 | Tillandsia geissei | Clavel del aire de paposo | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
866 | Tipuana tipu | Tipuana | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
867 | Trachycarpus fortunei | Palmera excelsa | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
868 | Trevoa quinquenervia | Tralhuén / Talguén | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
869 | Triumfetta semitriloba | Abrojo | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
870 | Trixis cacalioides | Visavisa | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
871 | Tsuga heterofylla | Tsuga heterofylla | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
872 | Ugni candollei | Tautau | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
873 | Ugni molinae | Murta | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
874 | Ulmus americana | Olmo americano | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
875 | Ulmus glabra | Olmo montano | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
876 | Valdivia gayana | Valdivia | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
877 | Verbena gynobasis | Verbena | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
878 | Veronica buxifolia | Verónica | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
879 | Viburnum mascantha | Viburno mascantha | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
880 | Viburnum tinus | Durillo | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
881 | Vicia vielosa | Vicia vielosa | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
882 | Viguiera pazensis | Sorona | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
883 | Vinca major | Vinca major | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
884 | Wahlenbergia berteroi | Wahlenbergia | Nativo Conservación | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
885 | Washingtonia filifera | Palmera abanico | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
886 | Washingtonia robusta | Palmera de abanico mexicana | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
887 | Weinmannia trichosperma | Tineo | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
888 | Yucca elephantipes | Yuca gigante / Yuca pie de elefante | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
889 | Yunquea tenzii | Yunquea | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
890 | Zinnia sp. | Zinnia sp. | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 

--- Sheet: Comunas y regiones ---
Nº | Región  | Comunas | Provincia  |  | Región_de_Arica_y_Parinacota | Región_de_Tarapacá | Región_de_Antofagasta | Región_de_Atacama | Región_de_Coquimbo | Región_de_Valparaíso | Región_del_Libertador_B_O'Higgins | Región_del_Maule | Región_del_Bíobío | Región_de_Ñuble | Región_de_La_Araucanía | Región_de_Los_Ríos  | Región_de_Los_Lagos | Región_de_Aysén_del_Gral_C_Ibáñez_del_Campo | Región_de_Magallanes_y_de_La_Antártica_Chilena | Región_Metropolitana_de_Santiago |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
1 | Región de Arica y Parinacota | Arica | Arica   |  | Arica | Iquique | Antofagasta | Copiapó | La Serena | Valparaíso | Rancagua | Talca | Concepción | Chillán | Temuco | Valdivia | Puerto Montt | Coihaique | Punta Arenas | Santiago |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
2 |  | Camarones | Arica   |  | Camarones | Camiña | Mejillones | Caldera | Coquimbo | Casablanca | Codegua | Constitución | Coronel | Bulnes | Carahue | Corral | Calbuco | Lago Verde | Laguna Blanca | Cerrillos |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
3 |  | Putre | Parinacota |  | Putre | Colchane | Sierra Gorda | Tierra Amarilla | Andacollo | Concón | Coinco | Curepto | Chiguayante | Cobquecura | Cunco | Futrono | Cochamó | Aisén | Río Verde | Cerro Navia |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
4 |  | General Lagos | Parinacota |  | General Lagos | Huara | Taltal | Chañaral | La Higuera | Juan Fernández | Coltauco | Empedrado | Florida | Coelemu | Curarrehue | La Unión | Fresia | Cisnes | San Gregorio | Conchalí |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
5 | Región de Tarapacá | Iquique | Iquique   |  |  | Pica | Calama | Diego de Almagro | Paiguano | Puchuncaví | Doñihue | Maule | Hualqui | Coihueco | Freire | Lago Ranco | Frutillar | Guaitecas | Cabo de Hornos | El Bosque |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
6 |  | Camiña | Tamarugal |  |  | Pozo Almonte | Ollagüe | Vallenar | Vicuña | Quilpué | Graneros | Pelarco | Lota | Chillán Viejo | Galvarino | Lanco | Los Muermos | Cochrane | Antártica | Estación Central |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
7 |  | Colchane | Tamarugal |  |  | Alto Hospicio | San Pedro de Atacama | Alto del Carmen | Illapel | Quintero | Las Cabras | Pencahue | Penco | El Carmen | Gorbea | Los Lagos | Llanquihue | O'Higgins | Porvenir | Huechuraba |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
8 |  | Huara | Tamarugal |  |  |  | Tocopilla | Freirina | Canela | Villa Alemana | Machalí | Río Claro | San Pedro de la Paz | Ninhue | Lautaro | Máfil | Maullín | Tortel | Primavera | Independencia |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
9 |  | Pica | Tamarugal |  |  |  | María Elena | Huasco | Los Vilos | Viña del Mar | Malloa | San Clemente | Santa Juana | Ñiquén | Loncoche | Mariquina | Puerto Varas | Chile Chico | Timaukel | La Cisterna |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
10 |  | Pozo Almonte | Tamarugal |  |  |  |  |  | Salamanca | Isla  de Pascua | Mostazal | San Rafael | Talcahuano | Pemuco | Melipeuco | Paillaco | Castro | Río Ibáñez | Natales | La Florida |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
11 |  | Alto Hospicio | Iquique   |  |  |  |  |  | Ovalle | Los Andes | Olivar | Cauquenes | Tomé | Pinto | Nueva Imperial | Panguipulli | Ancud |  | Torres del Paine | La Granja |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
12 | Región de Antofagasta | Antofagasta | Antofagasta |  |  |  |  |  | Combarbalá | Calle Larga | Peumo | Chanco | Hualpén | Portezuelo | Padre Las Casas | Río Bueno | Chonchi |  |  | La Pintana |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
13 |  | Mejillones | Antofagasta |  |  |  |  |  | Monte Patria | Rinconada | Pichidegua | Pelluhue | Lebu | Quillón | Perquenco |  | Curaco de Vélez |  |  | La Reina |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
14 |  | Sierra Gorda | Antofagasta |  |  |  |  |  | Punitaqui | San Esteban | Quinta de Tilcoco | Curicó | Arauco | Quirihue | Pitrufquén |  | Dalcahue |  |  | Las Condes |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
15 |  | Taltal | Antofagasta |  |  |  |  |  | Río Hurtado | La Ligua | Rengo | Hualañé | Cañete | Ránquil | Pucón |  | Puqueldón |  |  | Lo Barnechea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
16 |  | Calama | El Loa |  |  |  |  |  |  | Cabildo | Requínoa | Licantén | Contulmo | San Carlos | Saavedra |  | Queilén |  |  | Lo Espejo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
17 |  | Ollagüe | El Loa |  |  |  |  |  |  | Papudo | San Vicente | Molina | Curanilahue | San Fabián | Teodoro Schmidt |  | Quellón |  |  | Lo Prado |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
18 |  | San Pedro de Atacama | El Loa |  |  |  |  |  |  | Petorca | Pichilemu | Rauco | Los Álamos | San Ignacio | Toltén |  | Quemchi |  |  | Macul |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
19 |  | Tocopilla | Tocopilla   |  |  |  |  |  |  | Zapallar | La Estrella | Romeral | Tirúa | San Nicolás | Vilcún |  | Quinchao |  |  | Maipú |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
20 |  | María Elena | Tocopilla   |  |  |  |  |  |  | Quillota | Litueche | Sagrada Familia | Los Ángeles | Treguaco | Villarrica |  | Osorno |  |  | Ñuñoa |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
21 | Región de Atacama | Copiapó | Copiapó   |  |  |  |  |  |  | Calera | Marchihue | Teno | Antuco | Yungay | Cholchol |  | Puerto Octay |  |  | Pedro Aguirre Cerda |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
22 |  | Caldera | Copiapó   |  |  |  |  |  |  | Hijuelas | Navidad | Vichuquén | Cabrero |  | Angol |  | Purranque |  |  | Peñalolén |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
23 |  | Tierra Amarilla | Copiapó   |  |  |  |  |  |  | La Cruz | Paredones | Linares | Laja |  | Collipulli |  | Puyehue |  |  | Providencia |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
24 |  | Chañaral | Chañaral   |  |  |  |  |  |  | Limache | San Fernando | Colbún | Mulchén |  | Curacautín |  | Río Negro |  |  | Pudahuel |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
25 |  | Diego de Almagro | Chañaral   |  |  |  |  |  |  | Nogales | Chépica | Longaví | Nacimiento |  | Ercilla |  | San Juan de la Costa |  |  | Quilicura |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
26 |  | Vallenar | Huasco |  |  |  |  |  |  | Olmué | Chimbarongo | Parral | Negrete |  | Lonquimay |  | San Pablo |  |  | Quinta Normal |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
27 |  | Alto del Carmen | Huasco |  |  |  |  |  |  | San Antonio | Lolol | Retiro | Quilaco |  | Los Sauces |  | Chaitén |  |  | Recoleta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
28 |  | Freirina | Huasco |  |  |  |  |  |  | Algarrobo | Nancagua | San Javier | Quilleco |  | Lumaco |  | Futaleufú |  |  | Renca |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
29 |  | Huasco | Huasco |  |  |  |  |  |  | Cartagena | Palmilla | Villa Alegre | San Rosendo |  | Purén |  | Hualaihué |  |  | San Joaquín |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
30 | Región de Coquimbo | La Serena | Elqui |  |  |  |  |  |  | El Quisco | Peralillo | Yerbas Buenas | Santa Bárbara |  | Renaico |  | Palena |  |  | San Miguel |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
31 |  | Coquimbo | Elqui |  |  |  |  |  |  | El Tabo | Placilla |  | Tucapel |  | Traiguén |  |  |  |  | San Ramón |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
32 |  | Andacollo | Elqui |  |  |  |  |  |  | Santo Domingo | Pumanque |  | Yumbel |  | Victoria |  |  |  |  | Vitacura |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
33 |  | La Higuera | Elqui |  |  |  |  |  |  | San Felipe | Santa Cruz |  | Alto Biobío |  |  |  |  |  |  | Puente Alto |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
