346 | Eucalyptus camaldulensis | Eucalipto rojo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
347 | Eucalyptus cladocalyx | Eucalipto de azúcar | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
348 | Eucalyptus delegatensis | Eucalipto delegatensis | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
349 | Eucalyptus globulus | Eucalipto azul | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
350 | Eucalyptus gomphocephala | Eucalipto gomphocephala | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
351 | Eucalyptus gunnii | Eucalipto de gunn | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
352 | Eucalyptus nitens | Eucalipto nitens | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
353 | Eucalyptus regnans | Eucalipto regnans | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
354 | Eucalyptus robusta | Eucalipto robusta | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
355 | Eucalyptus sideroxylon | Eucalipto mugga | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
356 | Eucalyptus sp. | Eucalipto | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
357 | Eucalyptus torquata | Eucalipto coral | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
358 | Eucalyptus viminalis | Eucalipto viminalis | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
359 | Eucryphia cordifolia | Ulmo | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
360 | Eucryphia glutinosa | Guindo santo | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
361 | Eulychnia acida | Candelabro | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
362 | Eulychnia castanea | Copao | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
363 | Eulychnia iquiquensis | Copao | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
364 | Euonymus europaeus | Bonetero | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
365 | Euonymus japonicus | Bonetero | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
366 | Euphorbia cotinifolia | Lechero rojo | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
367 | Euphorbia lactiflua | Flor del lechero | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
368 | Euphorbia pulcherrima | Pastora | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
369 | Euryops pectinatus | Margarita amarilla | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
370 | Fabiana imbricata | Pichirromero | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
371 | Fagara mayu | Naranjillo de Juan Fernández | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
372 | Fagus grandifolia | Haya americana | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
373 | Fagus sylvatica | Haya común | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
374 | Falcataria moluccana | albizia moluqueña | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
375 | Fascicularia bicolor | Chupalla | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
376 | Festuca glauca | Festuca | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
377 | Festuca orthophylla | Paja brava | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
378 | Festuca rubra | cañuela común | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
379 | Ficus benjamina | Ficus benjamina | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
380 | Ficus carica | Higuera | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
381 | Ficus elastica | Gomero | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
382 | Ficus lyrata | Gomero Pera / Árbol de lira | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
383 | Fitzroya cupressoides | Alerce | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
384 | Flourensia thurifera | Incienso | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
385 | Foeniculum vulgare | Hinojo | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
386 | Fragaria chiloensis | Frutilla silvestre | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
387 | Fraxinus angustifolia | Fresno de hojas estrechas | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
388 | Fraxinus excelsior | Fresno | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
389 | Fraxinus ornus | Orno | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
390 | Fuchsia lycioides | Palo de yegua | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
391 | Fuchsia magellanica | Chilco  | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
392 | Gaultheria mucronata | Chaura | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
393 | Gaultheria phillyreifolia | Chaura | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
394 | Gaultheria poeppigii | Chaura | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
395 | Gaultheria pumila | Chaura | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
396 | Gaultheria renjifoana | Chaura de laraquete | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
397 | Gaultheria tenuifolia | Chaura | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
398 | Gaura lindheimeri | Gaura blanca | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
399 | Gazania nivea | Gazania | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
400 | Genista hispanica | Olaguina | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
401 | Geoffroea decorticans | Chañar | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
402 | Geranium sp. | Geranio | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
403 | Geum chiloense | Yerba del clavo | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
404 | Gevuina avellana | Avellano | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
405 | Ginkgo biloba | Ginkgo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
406 | Gleditsia triacanthos | Acacia de tres espinas | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
407 | Gleichenia cryptocarpa | Yerba loza | Nativo | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
408 | Gnaphalium viravira | Viravira | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
409 | Gomortega keule | Keule | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
410 | Gossypium arboreum | Árbol del agodón | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
411 | Grabowskia glauca | Coralito del norte | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
412 | Grammitis patagonica | Helecho común | Nativo Conservación | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
413 | Grammitis poeppigiana | Helecho común | Nativo | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
414 | Greigia landbeckii | Ñocha | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
415 | Greigia sphacelata | Chupón | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
416 | Grevillea robusta | Árbol del fuego | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
417 | Griselinia jodinifolia | Patagua marina | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
418 | Gunnera bracteata | Pangue | Nativo Conservación | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
419 | Gunnera peltata | Pangue | Nativo Conservación | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
420 | Gunnera tinctoria | Nalca | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
421 | Haloragis masatierrana | Haloragis | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
422 | Handroanthus sp. |  Lapacho | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
423 | Haplorhus peruviana | Carza | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
424 | Hebe andersonii | Verónica | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
425 | Hebe salicifolia | Hebe | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
426 | Helichrysum italicum | Siempreviva del monte / Curry | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
427 | Heliotropium stenophyllum | Palito negro | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
428 | Hibiscus rosa-sinensis | Cucarda | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
429 | Hibiscus sp. | Hibisco | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
430 | Hibiscus syriacus | Rosa de Siria | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
431 | Hibiscus tiliaceus | Hibisco marítimo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
432 | Huperzia fuegiana | Licopodio | Nativo Conservación | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
433 | Hydrangea macrophylla | Bella hortensia  | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
434 | Hypericum perforatum | Hierba de San Juan | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
435 | Hypolepis poeppigii | Pesebre | Nativo Conservación | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
436 | Ilex aquifolium | Acebo | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
437 | Inga edulis | Ingá | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
438 | Inga feuillei | Pacay | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
439 | Jacaranda angustifolia | Jacarandá | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
440 | Jacaranda mimosifolia | Jacarandá | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
441 | Juania australis | Chonta | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
442 | Jubaea chilensis | Palma chilena | Nativo Conservación | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
443 | Juglans nigra | Nogal | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
444 | Juglans regia | Nogal | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
445 | Juglans regia var. Chandler  | Nogal chandler  | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
446 | Juglans sp. | Nogal | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
447 | Juncus capillaceus | Juncos | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
448 | Juniperus communis | Enebro | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
449 | Juniperus horizontalis | Junípero horizontal | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
450 | Kageneckia angustifolia | Frangel | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
451 | Kageneckia oblonga | Bollén | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
452 | Koelreuteria paniculata | Jabonero de la china | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
453 | Krameria cistoidea | Pacul | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
454 | Laburnum anagyroides | Lluvia de oro | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
455 | Lactoris fernandeziana | Falsa pimienta | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
456 | Lagerstroemia indica | Árbol de júpiter | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
457 | Lagunaria patersonia | Lagunaria | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
458 | Lampranthus roseus | Lamprantus rosa | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
459 | Lampranthus sp. | Lampranthus | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
460 | Lantana camara | Camará | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
461 | Lantana sp. | Lantana | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
462 | Lapageria rosea | Copihue  | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
463 | Lardizabala biternata | Coile | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
464 | Laretia acaulis | Llareta | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
465 | Larix decidua | Alerce europeo | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
466 | Larix griffithii / Pinus griffithii | Alerce del Himalaya | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
467 | Larrea nitida | Jarilla | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
468 | Lathyrus maritimus | Lathyrus maritimus | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
469 | Latua pubiflora | Latue | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
470 | Laurelia sempervirens | Laurel | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
471 | Laureliopsis philippiana | Tepa | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
472 | Laurus nobilis | Laurel de comer | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
473 | Lavandula angustifolia | Lavanda | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
474 | Lavandula dentata | Lavanda | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
475 | Lavandula latifolia | Lavanda | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
476 | Legrandia concinna | Luma del norte | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
477 | Lepidothamnus fonkii | Ciprés enano | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
478 | Leptocarpha rivularis | Palo negro | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
479 | Leucaena glauca | Vilca | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
480 | Leucaena leucocephala | Vilca | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
481 | Libertia chilensis | Calle-calle | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
482 | Ligustrum lucidum | Ligustro | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
483 | Ligustrum sinense | Aligustrina | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
484 | Ligustrum sp. | Ligustro | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
485 | Ligustrum vulgare | Aligustre | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
486 | Liquidambar styraciflua | Liquidámbar | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
487 | Liriodendron tulipifera | Tulipero | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
488 | Lithraea caustica | Litre | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
489 | Livistonia chinensis | Palmera abanico | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
490 | Llagunoa glandulosa | Atutemo | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
491 | Lobelia bridgesii | Tupa rosada | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
492 | Lobelia excelsa | Tupa | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
493 | Lobelia polyphylla | Tupa | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
494 | Lobelia tupa | Tupa | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
495 | Lolium multifloreum | Lolium multiflorum | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
496 | Lomatia dentata | Avellanillo  | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
497 | Lomatia ferruginea | Fuinque | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
498 | Lomatia hirsuta | Radal | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
499 | Lophosoria quadripinnata | Palmilla | Nativo | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
500 | Luma apiculata | Arrayán | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
501 | Luma chequen / Myrceugenella chequen | Chequen | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
502 | Lupinus arboreus | Chocho | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
503 | Lupinus microcarpus | Lupino | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
504 | Lupinus oreophilus | Campo azul | Nativo | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
505 | Luzuriaga radicans | Quillineja | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
506 | Lycium sandwicense | Licium / pua nako nako | Exótico | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
507 | Lycopodium magellanicum | Pimpinela | Nativo | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
508 | Macadamia integrifolia | Nuez australiana | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
509 | Macfadyena unguis-cati | Uña de gato | Exótico | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
510 | Maclura pomifera | Naranjo de Luisiana | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
511 | Magnolia grandiflora | Magnolio | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
512 | Magnolia sp. | Magnolio | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
513 | Magnolia x soulangeana | Magnolia de Soulange | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
514 | Maihuenia patagonica | Chupa sangre / siempre verde | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
515 | Maihuenia poeppigii | Maihuén | Nativo | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
516 | Maihueniopsis boliviana | Puskayo | Nativo | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
517 | Malesherbia angustisecta | Malesherbia | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
518 | Malesherbia auristipulata | Ají de zorra | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
519 | Malesherbia tocopillana | Farolito | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
520 | Malus baccata | Manzano silvestre de siberia | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
521 | Malus domestica | Manzano | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
522 | Malus floribunda | Manzano silvestre japonés | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
523 | Malus sylvestris | Manzano silvestre | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
524 | Malva sylvestris | Malva | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
525 | Mandevilla laxa | Jazmín chileno | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
526 | Mangifera indica | Mango | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
527 | Margyricarpus pinnatus | Sabinilla | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
528 | Marrubium vulgare | Torongil cuyano | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
529 | Maytenus boaria | Maitén | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
530 | Maytenus chubutensis | Maitén de Chubut | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
531 | Maytenus disticha | Racoma | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
532 | Maytenus magellanica | Leña dura | Nativo | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
533 | Melaleuca alternifolia | Arbol del té | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
534 | Melaleuca sp. | Melaleuca | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
535 | Melia azedarach | Árbol del paraíso | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
536 | Melissa officinalis | Toronjil | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
537 | Menodora linoides | Linacillo | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
538 | Mentha piperita | Menta piperita | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
539 | Mentha pulegium | Poleo | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
540 | Mentha sp. | Menta | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
541 | Mentha spicata | Hierba buena | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
542 | Metharme lanata | Metarma lanosa | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
543 | Microsorum parksii | Matua pua'a | Exótico | Herbáceo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
544 | Microsorum scolopendria | Tía pito | Nativo Conservación | Helecho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
545 | Miqueliopuntia miquelii / Austrocylindropuntia miquelii | Tunilla | Nativo Conservación | Suculenta |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
546 | Mitraria coccinea | Botellita | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
547 | Monttea chilensis | Uvillo | Nativo Conservación | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
548 | Morella pavonis / Myrica pavonis | Pacama | Nativo Conservación | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
549 | Morinda citrifolia | Noni | Exótico | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
550 | Morus nigra | Morera | Exótico | Arbóreo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
551 | Muehlenbeckia hastulata | Quilo | Nativo | Enredadera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
552 | Mulinum spinosum | Hierba de la culebra | Nativo | Arbustivo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
553 | Musa x paradisiaca | Plátano | Exótico | Palmera |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
